suburb,min12,min6,min4,min3,max12,max6,max4,max3,std12,std6,std4,std3,mean12,mean6,mean4,mean3,med12,med6,med4,med3,var12,var6,var4,var3,linreg12,linreg6,linreg4,linreg3,dist_syd_cbd,pprev_up2,prev_up2,Ypred2,Threshold
ULLADULLA,0.032835821,0.029147534,0.035166817,0.032258065,0.032870851,0.030082988,0.030460143,0.030460143,0.03070222,0.035941462,0.026829959,0.036597007,0.036241486,0.033383605,0.034649684,0.032792208,0.037249678,0.033741565,0.035417176,0.037090164,0.001421566,0.001545136,0.000903944,0.001425326,0.03628193,0.033096887,0.033933537,0.033431097,0.027608223,1,0,1,1
UMINA BEACH,0.743283582,0.625673787,0.624286144,0.572649573,0.617479253,0.580199689,0.580362929,0.545042126,0.477463604,0.419413659,0.505050419,0.530510139,0.703444891,0.655247505,0.658777507,0.595987013,0.668335477,0.661563776,0.682550363,0.681598361,0.231986726,0.177688253,0.25683845,0.282048431,0.705278096,0.655315436,0.670898988,0.634794499,0,0,1,1,1
UNANDERRA,0.053134328,0.053004592,0.051197275,0.046962595,0.032676349,0.032676349,0.033052495,0.033052495,0.00979967,0.005817851,0.00503592,0.009433982,0.045550665,0.043285223,0.041327773,0.039220779,0.046068345,0.042322753,0.04045347,0.040983607,0.0002522,7.61E-05,6.07E-05,0.00011179,0.045674058,0.043358642,0.040583029,0.040201868,0.03960032,0,1,0.000171095,0
URALLA,0.023283582,0.018766221,0.027151588,0.026468156,0.01996888,0.01996888,0.020349968,0.020349968,0.011240416,0.024867538,0.013666,0.016704387,0.023817607,0.022142978,0.022459849,0.022233766,0.023011207,0.022411064,0.02096077,0.021721311,0.000305213,0.000795696,0.000281799,0.000319094,0.023903662,0.022039106,0.021663668,0.023080073,0.015623761,1,1,3.81E-06,0
URUNGA,0.041910448,0.038929926,0.035367198,0.050730631,0.03559388,0.03559388,0.035968892,0.035968892,0.027444592,0.037509445,0.044539197,0.010220974,0.042418505,0.04064949,0.040460757,0.042753247,0.041819769,0.04123969,0.04334883,0.045081967,0.001182767,0.001670928,0.002283791,0.00012914,0.042411008,0.040139687,0.038179489,0.043729275,0.006345011,1,0,0,0
VALENTINE,0.084179104,0.084797365,0.089169422,0.082858285,0.069307573,0.069307573,0.069669475,0.069669475,0.03893388,0.039100034,0.042674482,0.05081402,0.079097123,0.077748224,0.076639713,0.074326779,0.079046482,0.074255644,0.07171442,0.073442623,0.002118039,0.001803521,0.002109161,0.002699691,0.079108039,0.077678586,0.076044304,0.079143131,0.043765737,1,0,5.66E-07,0
VAUCLUSE,0.186865672,0.155520064,0.15238954,0.139784946,0.120202282,0.120202282,0.108878808,0.10309138,0.035798285,0.057945725,0.032347444,0.028200382,0.161960117,0.144171788,0.132172495,0.122355844,0.159310123,0.138577856,0.131012968,0.131967213,0.001837017,0.003756837,0.001267055,0.000862096,0.163097709,0.145631474,0.132106119,0.12663126,0.001628114,0,0,0.008267403,0
VINCENTIA,0.088955224,0.073667399,0.072237251,0.08004779,0.059258299,0.059258299,0.059624109,0.059624109,0.025073418,0.040888376,0.04143667,0.019949652,0.076031265,0.068754581,0.069196152,0.069350649,0.075142385,0.067316504,0.070222657,0.07295082,0.001022081,0.001958598,0.001997054,0.000445671,0.076317869,0.068043296,0.067390001,0.072437346,0.02491122,1,0,1,1
WADALBA,0.098507463,0.091635057,0.088267709,0.080966823,0.070928423,0.070928423,0.071289695,0.062216461,0.030213931,0.03626635,0.043058309,0.027261671,0.08485835,0.081454023,0.080240287,0.072077922,0.081802315,0.079021911,0.0781747,0.077459016,0.001384442,0.001570799,0.002144542,0.000807871,0.085038096,0.081535249,0.080407284,0.07342819,0.006510171,0,0,0.124774516,0
WAGGA WAGGA,0.099283582,0.09263326,0.089269612,0.081885856,0.058350622,0.058350622,0.057679844,0.057679844,0.010036308,0.005614013,0.00585852,0.010337891,0.083787459,0.07712691,0.073283514,0.069454545,0.08474187,0.07581438,0.07258788,0.074098361,0.000260627,7.23E-05,7.54E-05,0.000131823,0.084157724,0.077357241,0.072496956,0.071803205,0.020190863,1,1,0,0
WAHROONGA,0.117731343,0.121082052,0.117823865,0.109456851,0.083506224,0.083506224,0.083862605,0.083862605,0.033451358,0.025214023,0.02881617,0.031386208,0.111192161,0.104823251,0.100037158,0.096337662,0.111427522,0.101891194,0.097341163,0.101229508,0.001639338,0.000815455,0.001027694,0.001059235,0.111481943,0.104874081,0.098581502,0.09961291,0.041779614,1,0,0.41590676,1
WALLERAWANG,0.032477612,0.026452386,0.022843402,0.020953956,0.016662344,0.016662344,0.014899546,0.014899546,0.001224664,0.009705077,0.006883708,0.011601679,0.02472476,0.021239499,0.019154866,0.018075325,0.02572111,0.021036408,0.01961504,0.020409836,2.12E-05,0.00016446,9.56E-05,0.000162565,0.024935338,0.021445348,0.018554059,0.018268532,0.02491122,0,1,5.90E-06,0
WALLSEND,0.432835821,0.480934318,0.479010119,0.439389762,0.578578838,0.578578838,0.468567725,0.468567725,0.576720607,0.675702862,0.480229121,0.567408296,0.504783116,0.515701641,0.456050535,0.445454545,0.464863127,0.442222778,0.411548813,0.422131148,0.336535337,0.458176555,0.232379957,0.322550786,0.504074452,0.518359738,0.444414154,0.448429842,0.001798264,0,1,0,0
WAMBERAL,0.332537313,0.305250549,0.302675083,0.277639923,0.225233402,0.225233402,0.217109527,0.215813351,0.074336061,0.070137115,0.070902755,0.075035396,0.298133043,0.277077437,0.265515255,0.246755584,0.296068345,0.273514955,0.265153332,0.25902377,0.006633256,0.005396067,0.005491677,0.005799574,0.299274989,0.27777683,0.265763226,0.256340481,0.001578003,0,0,0,0
WANGI WANGI,0.072238806,0.072818926,0.072237251,0.067916552,0.047912344,0.047912344,0.048282566,0.048282566,0.023087425,0.013049381,0.012380333,0.012474691,0.063219383,0.061742403,0.060236984,0.058077922,0.065336212,0.059526785,0.059660713,0.062540984,0.000896011,0.000264454,0.000239483,0.000185661,0.063244974,0.061551979,0.059038947,0.059622422,0.008225815,1,0,0.89948344,1
WARATAH WEST,0.109253731,0.111898583,0.108606352,0.099623196,0.076115145,0.076115145,0.074530136,0.074530136,0.033082283,0.019818931,0.017547644,0.024718325,0.098725617,0.095421999,0.090417406,0.085792208,0.100312328,0.091435474,0.08796183,0.08852459,0.001609238,0.000534828,0.000429474,0.000669788,0.098889965,0.095741152,0.089739745,0.089387394,0.003813872,1,0,0.000155807,0
WARATAH,0.095044776,0.105110801,0.101793407,0.093373771,0.075466805,0.075466805,0.075826312,0.075826312,0.041703847,0.025480665,0.032318544,0.043406588,0.094795124,0.091094886,0.088600801,0.083636364,0.096637884,0.088561193,0.086330642,0.085655738,0.002382387,0.000830823,0.001264996,0.001985396,0.094920505,0.090805346,0.086904567,0.083732974,0.019118212,0,0,1,1
WARILLA,0.148656716,0.154521861,0.151387637,0.138865913,0.124740664,0.124740664,0.103046014,0.101749838,0.065480507,0.06686391,0.022032668,0.02257458,0.140556281,0.137466877,0.127719747,0.119090909,0.140593423,0.130217446,0.126294756,0.124180328,0.005272511,0.004926981,0.000637364,0.000563423,0.140789206,0.138089022,0.126660669,0.121252956,0.00688046,0,1,0,0
WARNERS BAY,0.102089552,0.084647634,0.081254383,0.074533591,0.070215249,0.069955913,0.070317563,0.065456902,0.03554972,0.050427367,0.059623451,0.053388858,0.093690245,0.083816598,0.077556666,0.069090909,0.096500092,0.085228693,0.076339613,0.069672131,0.001815568,0.002893035,0.003950284,0.002973622,0.09428501,0.084892137,0.078885193,0.073230021,0.004705079,0,0,1,1
WARRAGAMBA,0.217910448,0.194649631,0.191664162,0.175811047,0.144061203,0.14159751,0.131561892,0.123784835,0.050590665,0.052614356,0.027209269,0.009013452,0.191082123,0.172393866,0.160294786,0.148649351,0.18689142,0.166458385,0.156308621,0.156639344,0.003332412,0.003132729,0.000926972,0.000103026,0.192117953,0.173597596,0.159583265,0.152035195,0.002072773,0,0,2.09E-07,0
WARRAWONG,0.20358209,0.185466161,0.182446649,0.167355942,0.176607884,0.176607884,0.147764096,0.147764096,0.120688391,0.134276564,0.0929268,0.118338632,0.215886424,0.196524215,0.17540564,0.164805195,0.218583502,0.190410731,0.179716173,0.184836066,0.016273587,0.018880151,0.009229713,0.01425848,0.217031364,0.199432438,0.1759128,0.174362226,0.007163353,1,1,0,0
WARRIEWOOD,0.108059701,0.08963865,0.086263901,0.079128757,0.063667012,0.063667012,0.060401815,0.057420609,0.017539356,0.02655874,0.021507709,0.017357613,0.088249502,0.078705531,0.072457785,0.066649351,0.090161676,0.078063817,0.070467335,0.068032787,0.00058495,0.000894398,0.000610967,0.000342883,0.088831594,0.0795227,0.072533304,0.069372333,0.002927061,0,0,0.003473878,0
WATANOBBI,0.124776119,0.110600918,0.107303877,0.098428453,0.071576763,0.071576763,0.071289695,0.069021387,0.011144858,0.011148028,0.011175048,0.008479871,0.102236259,0.092751029,0.088600801,0.082597403,0.101896932,0.090123303,0.086942337,0.08647541,0.00030157,0.000204881,0.000202794,9.24E-05,0.102761367,0.092983734,0.08799502,0.084789875,0.003813872,0,1,8.94E-08,0
WATTLE GROVE,0.127761194,0.106109004,0.102795311,0.094292804,0.076115145,0.076115145,0.070900843,0.07051199,0.013438061,0.026092681,0.020342695,0.022928588,0.103703689,0.094195749,0.087671855,0.081584416,0.104446078,0.093226693,0.087187016,0.085081967,0.000393942,0.000866631,0.00055434,0.000580356,0.104332329,0.095000219,0.087567926,0.0850541,0.002578527,0,0,3.33E-05,0
WAUCHOPE,0.022089552,0.017768018,0.02765254,0.025365316,0.039159751,0.039159751,0.039533377,0.039533377,0.040391396,0.069051892,0.069314694,0.089455522,0.032038862,0.030487117,0.031728665,0.02987013,0.029762998,0.028576189,0.026996167,0.022540984,0.002255253,0.005238185,0.005259376,0.008200936,0.032108388,0.030406366,0.031405049,0.031350323,0.012453013,0,1,0,0
WELLINGTON,0.217910448,0.182471551,0.179440938,0.164598842,0.148729253,0.135503112,0.132209981,0.128321452,0.052965346,0.052479399,0.05326209,0.049956728,0.188110015,0.168235891,0.158271748,0.145844156,0.189601323,0.169665917,0.156879537,0.15204918,0.003612584,0.003117663,0.003192389,0.002611421,0.189186518,0.169276798,0.158465551,0.150846181,0.001817733,0,0,0.98155296,1
WENTWORTH FALLS,0.151641791,0.126073068,0.122833383,0.112673468,0.085710581,0.085710581,0.080362929,0.080362929,0.010115686,0.018196182,0.009241113,0.014371799,0.122047728,0.108727519,0.10227695,0.096428571,0.119465368,0.105536116,0.10192888,0.10307377,0.000263478,0.000461725,0.000149953,0.000241094,0.122849011,0.109257841,0.101432583,0.099487403,0.004517076,1,1,0,0
WENTWORTHVILLE,0.072150448,0.059618686,0.056132652,0.051489753,0.057961618,0.057961618,0.058327933,0.058327933,0.042644399,0.053579009,0.067091117,0.081505229,0.073325025,0.067630659,0.062058957,0.056474286,0.074683079,0.070232442,0.063494005,0.05942623,0.002475581,0.003241473,0.004942528,0.006825674,0.073707553,0.068838871,0.063790506,0.063179686,0.00817826,1,0,0.99999994,1
WERRINGTON COUNTY,0.217910448,0.181473348,0.178439034,0.163679809,0.170124481,0.149377593,0.144523655,0.144523655,0.079639383,0.09114339,0.098414044,0.107423996,0.208427852,0.180131928,0.167457991,0.153246753,0.209581113,0.186536699,0.167686159,0.155737705,0.007522045,0.008912789,0.010310934,0.011773754,0.210058128,0.182126759,0.169619977,0.163066598,0.001340306,1,0,0.055794448,0
WERRINGTON DOWNS,0.069373134,0.057296866,0.065223925,0.060748093,0.044962396,0.042401452,0.042773817,0.042773817,0.012729826,0.021813233,0.009057851,0.01028932,0.060561558,0.053947962,0.053579538,0.051519481,0.060674261,0.053153378,0.052830112,0.055204918,0.00036431,0.000631829,0.000145331,0.000130705,0.060920353,0.05355631,0.052353107,0.052402468,0.02491122,1,1,8.94E-08,0
WERRINGTON,0.088776119,0.081852665,0.078856828,0.072334344,0.057313278,0.057313278,0.057679844,0.057679844,0.018396915,0.022898844,0.025239048,0.034371132,0.073393771,0.069736568,0.066670864,0.063391429,0.07224876,0.066133467,0.063763151,0.063483607,0.000629073,0.000687952,0.000810474,0.001262317,0.073626727,0.069732758,0.064986233,0.063020491,0.006856582,0,1,0.9434741,1
WEST ALBURY,0.127402985,0.105809543,0.10249474,0.094017094,0.072873444,0.072549274,0.070382372,0.068178872,0.011410242,0.019042444,0.016545401,0.018095674,0.103435191,0.093138637,0.087362206,0.081402597,0.102962521,0.091393818,0.087023897,0.087704918,0.000311731,0.000499195,0.000388479,0.000370786,0.104059211,0.093742095,0.087072679,0.084433171,0.002862341,0,0,7.15E-07,0
WEST BATHURST,0.573134328,0.47843881,0.47650536,0.437092179,0.414548755,0.390560166,0.390797148,0.362605314,0.182769723,0.187044017,0.23893325,0.188220871,0.513024314,0.454840165,0.443251724,0.400779221,0.50665993,0.446471715,0.436220537,0.417213115,0.035808595,0.036097267,0.058371248,0.035799725,0.5169019,0.456071885,0.449003144,0.42002563,0.000558138,0,0,0,0
WEST HOXTON,0.050507463,0.041525255,0.049944895,0.045813804,0.039808091,0.039808091,0.033052495,0.031497084,0.020358412,0.034937758,0.008042394,0.007094222,0.046465383,0.043123132,0.040780727,0.037753247,0.047009921,0.041739565,0.039882554,0.039344262,0.000735435,0.001467175,0.000120929,6.75E-05,0.046666967,0.043270944,0.040639823,0.039481854,0.029746674,0,0,0.71142304,1
WEST KEMPSEY,0.02841791,0.033739269,0.030157299,0.027662899,0.043049793,0.043049793,0.02948801,0.021905379,0.04334733,0.063254117,0.034155054,0.017720774,0.035189996,0.034546428,0.028797325,0.024103896,0.031738012,0.028076314,0.02650681,0.024590164,0.002546367,0.004434322,0.001399163,0.000356477,0.035385311,0.0359673,0.029814805,0.026250776,0.036900379,0,0,0,0
WEST PENNANT HILLS,0.184477612,0.19145538,0.18845807,0.172870141,0.228475104,0.228475104,0.228775113,0.228775113,0.191704118,0.240558054,0.306643418,0.367105862,0.204219928,0.202303095,0.204719045,0.202077922,0.199154878,0.182496043,0.184201941,0.195081967,0.039244235,0.059203946,0.095529283,0.135333336,0.204592995,0.201742936,0.207195173,0.228594454,0.003662713,1,0,1,1
WEST PYMBLE,0.089910448,0.089738471,0.086364092,0.07922066,0.066714212,0.066714212,0.063253402,0.063253402,0.037984199,0.029034647,0.026217636,0.033721942,0.085688677,0.08249704,0.076152925,0.071090909,0.086165717,0.08214613,0.075931816,0.074590164,0.002030883,0.001049139,0.000867374,0.001216636,0.085888553,0.08327796,0.075904622,0.074022697,0.007370944,1,0,0.9999369,1
WEST TAMWORTH,0.063880597,0.059093631,0.058711552,0.053855344,0.043698133,0.043698133,0.044069994,0.044069994,0.018689514,0.022932361,0.022338236,0.030488578,0.055218747,0.053179794,0.052082903,0.04974026,0.053784678,0.052570191,0.05170867,0.054098361,0.000644459,0.000689722,0.000652981,0.001001641,0.055372301,0.053166168,0.051855588,0.053082848,0.008225815,1,0,4.43E-05,0
WEST WALLSEND,0.007761194,0.016370533,0.012724176,0.011671721,0.021006224,0.021006224,0.021386909,0.021386909,0.030015011,0.035965159,0.045226134,0.059460249,0.017365106,0.017999098,0.014883779,0.01438961,0.016259416,0.015871032,0.01121442,0.008852459,0.001369452,0.001547001,0.002349863,0.003671909,0.017355577,0.01852895,0.014493939,0.015364697,0.033845502,0,1,0,0
WEST WOLLONGONG,0.015223881,0.012028349,0.010069131,0.013325981,0.008687759,0.008687759,0.009073234,0.009073234,0.005043456,0.013628819,0.01272894,0.008544338,0.011855453,0.009894571,0.009815862,0.010753247,0.011712291,0.008664501,0.010031808,0.01147541,0.000106195,0.000284036,0.000250633,9.37E-05,0.011923125,0.009833386,0.009109827,0.011771234,0.030735621,1,0,0.9999993,1
WEST WYALONG,0.122507463,0.10171691,0.098386935,0.090249058,0.077735996,0.077735996,0.068470512,0.066753078,0.022486597,0.037596252,0.019177493,0.019873029,0.103973352,0.092599509,0.084219273,0.078214286,0.103757119,0.089248521,0.083690156,0.082807377,0.0008594,0.001678035,0.0005004,0.00044244,0.104711653,0.093643154,0.083854706,0.080658053,0.002328241,0,0,0.36726558,1
WESTDALE,0.336238806,0.319225394,0.353371406,0.324143002,0.356198133,0.356198133,0.356448477,0.356448477,0.280079338,0.372910937,0.349123184,0.43136407,0.382810272,0.361870666,0.384748772,0.357558442,0.375298549,0.357244022,0.392382351,0.389344262,0.081689472,0.14077239,0.123489198,0.186673165,0.383072855,0.355255509,0.377124112,0.347733608,0.000172098,0,1,1,1
WESTLEIGH,0.099701493,0.088141346,0.084761046,0.077750207,0.065417531,0.065417531,0.065780946,0.06117952,0.024697899,0.030002442,0.035816311,0.030329861,0.08801282,0.081665445,0.076338714,0.069376623,0.089725335,0.082062818,0.0753609,0.073114754,0.000997648,0.001112933,0.001526297,0.000991625,0.088408525,0.082507794,0.077035967,0.07311112,0.003813872,0,0,0.7409742,1
WESTON,0.153552239,0.127670194,0.124436429,0.114143921,0.126685685,0.116960581,0.117303953,0.105638367,0.079076919,0.092447644,0.104766382,0.096206041,0.14991493,0.130644979,0.128669337,0.114571429,0.151111519,0.133966508,0.130168828,0.12704918,0.007425157,0.009160024,0.011637294,0.009467655,0.151088945,0.130478436,0.129200516,0.115796705,0.001763505,0,0,1,1
WETHERILL PARK,0.320597015,0.267318826,0.264602745,0.242716662,0.283584025,0.234958506,0.23007129,0.23007129,0.179953724,0.152708351,0.179144081,0.215274684,0.336839593,0.286463325,0.268940176,0.248701299,0.325280176,0.292718487,0.279259441,0.278278689,0.034758285,0.024265887,0.033129435,0.046755175,0.339408469,0.288887465,0.271536448,0.263934578,0.001228715,0,1,1,1
WHALAN,0.180537313,0.150229587,0.147079451,0.13491407,0.103993776,0.103993776,0.098548283,0.097213221,0.015388018,0.027401195,0.017916138,0.017851676,0.144661826,0.130430174,0.122574625,0.11441974,0.143349256,0.128159627,0.12071446,0.118701639,0.000480629,0.000945684,0.000445048,0.000361441,0.145606771,0.131114132,0.121985715,0.117912621,0.001977957,0,0,0.96956134,1
WHEELER HEIGHTS,0.207761194,0.199990018,0.197024346,0.180727874,0.144190871,0.144190871,0.127673364,0.127673364,0.051233402,0.044746861,0.007190589,0.010451719,0.186204916,0.172288155,0.161584988,0.15312987,0.185146059,0.16562526,0.159122421,0.16147541,0.003407149,0.002314816,0.00010204,0.000134461,0.186924694,0.172842608,0.159724115,0.156606291,0.001753906,1,0,0,0
WILLOUGHBY,0.016776119,0.014274306,0.015317102,0.014796434,0.013226141,0.013226141,0.008489955,0.008489955,0.007555316,0.017063064,0.001637507,0.003911575,0.013953622,0.013050121,0.010835226,0.010675325,0.014370751,0.011497126,0.010276486,0.010655738,0.000177757,0.000413779,1.42E-05,2.48E-05,0.014030091,0.013311431,0.010392381,0.011427741,0.023867773,1,1,1.94E-06,0
WILTON,0.087462687,0.082501497,0.079100291,0.072557669,0.06379668,0.06379668,0.059624109,0.054439404,0.031957163,0.03620376,0.028129729,0.020427338,0.084008621,0.07690844,0.069578052,0.063337662,0.086625023,0.075647755,0.068183672,0.067213115,0.001519131,0.001565839,0.00098404,0.000466076,0.084445014,0.078032963,0.070004816,0.066340349,1,0,0,1,1
WINDRADYNE,0.308656716,0.26532242,0.262598938,0.240878596,0.215508299,0.199623963,0.199935191,0.199935191,0.086031091,0.085858683,0.102894916,0.10966324,0.276054934,0.247617974,0.238470749,0.21974026,0.269658277,0.247271515,0.23884675,0.226639344,0.008666786,0.007945585,0.011238207,0.012264141,0.277726986,0.248554393,0.239408974,0.228594454,0.001003459,1,0,0.9887448,1
WINGHAM,0.175044776,0.182970653,0.180543032,0.165609779,0.14094917,0.132585581,0.132922878,0.132922878,0.078072616,0.051375633,0.060742691,0.068844328,0.173179632,0.160328691,0.158209818,0.146545455,0.170907588,0.152711822,0.155860044,0.147540984,0.007253709,0.002995799,0.004091945,0.004895879,0.173883842,0.160025815,0.157611363,0.150027083,0.007381864,0,1,0,0
WINMALEE,0.134686567,0.11409463,0.11081054,0.101645069,0.076763485,0.074234959,0.071613739,0.070641607,0.011673979,0.011339856,0.00560624,0.006213002,0.107735048,0.096028077,0.090665125,0.085064935,0.107087084,0.093768225,0.08938912,0.089344262,0.000321965,0.000210565,7.07E-05,5.37E-05,0.108406862,0.096442734,0.089948749,0.08756424,0.001977957,0,0,0.003706008,0
WINSTON HILLS,0.289552239,0.241365542,0.238553251,0.218821799,0.247860477,0.24598029,0.220998056,0.220349968,0.152437138,0.201986808,0.219979699,0.260364189,0.306901228,0.282995997,0.260352587,0.238701299,0.317426052,0.28601183,0.278606965,0.280327869,0.025316378,0.041977226,0.049600908,0.068259157,0.30885895,0.286860299,0.264989186,0.257527116,0.00121296,0,1,1,1
WOLLONGBAR,0.114029851,0.10186664,0.098537221,0.090386913,0.079227178,0.076763485,0.077122489,0.077122489,0.03219922,0.034267229,0.042054337,0.055155795,0.104347775,0.094935728,0.091274101,0.085779221,0.106581848,0.095101225,0.09212136,0.093442623,0.001538306,0.001416208,0.002052615,0.003169255,0.104774546,0.095048003,0.090662087,0.088753253,0.005415056,1,0,0.98631203,1
WOODBERRY,0.336119403,0.282990617,0.280332632,0.257145483,0.225881743,0.225881743,0.20544394,0.20544394,0.089322699,0.123522573,0.080424621,0.101225997,0.283838288,0.259908666,0.238512035,0.226805195,0.274021679,0.251437141,0.228244026,0.227459016,0.009287667,0.016049423,0.006989573,0.01046858,0.285169562,0.26101084,0.233525071,0.225701188,0.001936804,0,1,0,0
WOODBINE,0.115223881,0.105609902,0.102294359,0.093833287,0.08778527,0.08778527,0.088139987,0.06610499,0.043049559,0.056814869,0.072730055,0.009389018,0.102081834,0.092800361,0.091243136,0.079168831,0.097786147,0.086395068,0.083598401,0.083442623,0.002516262,0.00361974,0.005765171,0.000110836,0.102615943,0.093077616,0.092515857,0.080813285,0.005097405,0,0,4.47E-07,0
