suburb_postcode,min12,min6,min4,min3,max12,max6,max4,max3,std12,std6,std4,std3,mean12,mean6,mean4,mean3,med12,med6,med4,med3,var12,var6,var4,var3,linreg12,linreg6,linreg4,linreg3,dist_syd_cbd,pprev_up2,prev_up2,is_up2
TANILBA BAY,402500,405000,405000,405000,500000,500000,500000,500000,27921.0428783859,29034.1035106419,34952.4230204431,38855.1440895826,435062.5,446250,445375,450833.333333333,433250,443250,438250,447500,779584635.416667,842979166.666667,1221671875,1509722222.22222,81955.1948051948,196941.176470588,364840.909090909,686875,15203.2192252038,1,1,0
TAREE,265000,316000,316000,316000,350000,350000,350000,330000,28546.8061066188,13329.4916340505,13152.9464379659,5887.8405775519,316083.333333333,334041.666666667,329000,322000,318000,334125,325000,320000,814920138.888889,177675347.222222,173000000,34666666.6666667,59403.5714285714,148022.058823529,271727.272727273,486500,247.138450437524,0,0,0
TATTON,460000,460000,470000,545000,595000,595000,595000,595000,43174.7699923102,49951.3652354857,46770.7173346743,20412.4145231932,518708.333333333,524166.666666667,545000,570000,516250,525000,557500,570000,1864060763.88889,2495138888.88889,2187500000,416666666.666667,97596.4935064935,229058.823529412,441363.636363636,867500,380.479338103496,1,0,0
TEA GARDENS,467500,495000,562500,562500,680000,680000,680000,680000,62650.6379102045,60381.0239690878,50570.9588103686,49846.9880957939,562208.333333333,591083.333333333,615625,630833.333333333,560000,579500,610000,650000,3925102430.55556,3645868055.55556,2557421875,2484722222.22222,105495.064935065,258050,498181.818181818,938750,170.078601369709,1,0,1
TELARAH,259000,353000,367500,367500,403000,403000,381000,381000,45763.1280496525,15214.439413487,5389.51528432752,5661.76258382101,332833.333333333,375250,373875,375166.666666667,334000,373500,373500,377000,2094263888.88889,231479166.666667,29046875,32055555.5555556,62325.4545454545,165432.352941177,305363.636363636,561750,127.168934458739,1,0,1
TEMORA,200000,215000,215000,245000,315000,315000,315000,315000,36992.3040044217,38521.0079768891,39962.4824053762,29679.7723860694,242666.666666667,253583.333333333,268000,285666.666666667,229000,236500,271000,297000,1368430555.55556,1483868055.55556,1597000000,880888888.888889,45587.9220779221,109802.941176471,211272.727272727,411000,344.99986877393,1,1,1
TENAMBIT,355000,387000,402500,402500,475000,475000,475000,475000,34885.800796631,29827.8626268945,26915.0863829191,30573.2272130736,406958.333333333,432083.333333333,441375,444166.666666667,400000,436500,444000,455000,1217019097.22222,889701388.888889,724421875,934722222.222222,76500.6493506494,190141.176470588,363659.090909091,684375,126.837386784717,1,0,0
TENTERFIELD,172750,195000,227500,227500,275000,275000,275000,275000,31320.6077327692,24566.9436890758,18314.5263384014,20681.4463281034,227937.5,237583.333333333,248375,246166.666666667,235500,236500,245500,236000,980980468.75,603534722.222222,335421875,427722222.222222,42819.025974026,104205.882352941,203431.818181818,367125,535.785689839145,0,1,0
TERRANORA,582500,605000,605000,605000,798750,798750,798750,710000,65000.8279861795,56441.4181302663,68581.4695726914,48362.0604284897,678166.666666667,708791.666666667,704687.5,673333.333333333,707500,710000,707500,705000,4225107638.88889,3185633680.55556,4703417968.75,2338888888.88889,127594.480519481,314027.941176471,584886.363636364,1008750,662.365462185473,0,0,1
TERRIGAL,766000,825000,825000,825000,995000,995000,995000,955000,66711.1310052528,59144.3619929707,68428.2242572464,54632.6113436126,892500,919833.333333333,909375,880833.333333333,885000,937000,908750,862500,4450375000,3498055555.55556,4682421875,2984722222.22222,168005.064935065,407902.941176471,753522.727272727,1330625,51.12428426835,0,1,0
THE PONDS,942500,942500,942500,942500,1095000,1050000,1050000,1050000,40407.6003813192,36577.6618610625,40092.6660999241,44205.9573662495,1019939.58333333,1010541.66666667,999375,992500,1026080,1022875,1002500,985000,1632774168.57639,1337925347.22222,1607421875,1954166666.66667,192394.52987013,447532.352941176,824431.818181818,1515625,15203.2192252038,1,0,0
THIRROUL,982500,1010000,1010000,1010000,1265000,1265000,1265000,1265000,88756.0346148675,92632.8344265082,94984.9289032213,109643.61459849,1129708.33333333,1157791.66666667,1160437.5,1161833.33333333,1108375,1183375,1183375,1210500,7877633680.55556,8580842013.88889,9022136718.75,12021722222.2222,212683.896103896,512569.117647059,960659.090909091,1806500,57.4717262071082,1,0,0
THORNLEIGH,1000000,1000000,1000000,1000000,1450000,1290000,1250000,1250000,114024.147023069,106272.709991271,106007.075235571,104748.375749804,1229593.875,1182666.66666667,1140000,1108333.33333333,1248000,1240500,1155000,1075000,13001506104.3385,11293888888.8889,11237500000,10972222222.2222,232296.291558442,527494.117647059,952727.272727273,1725000,22.1678297392053,1,0,0
THORNTON,407500,443750,443750,443750,535000,535000,535000,535000,37326.0025819803,32305.10473078,38743.6990844963,37513.8863178246,482937.5,500625,498437.5,486250,490000,505000,507500,480000,1393230468.75,1043619791.66667,1501074218.75,1407291666.66667,90873.8311688312,220852.941176471,406988.636363636,706562.5,121.408885723006,0,1,1
THURGOONA,330000,367000,381250,381500,415000,415000,415000,415000,19198.9198734084,16203.405420535,13767.4605047554,13761.8635688953,377604.166666667,384958.333333333,393187.5,397166.666666667,380125,381375,388250,395000,368598524.305556,262550347.222222,189542968.75,189388888.888889,71091.5584415584,169319.117647059,322136.363636364,604125,453.985125850965,1,0,0
TIGHES HILL,524000,625250,655000,655000,750000,734975,727500,722500,70640.742422916,41084.8810137825,30872.7225880712,28308.812919105,661631.458333333,690037.5,695000,684166.666666667,665000,698750,698750,675000,4990114490.06076,1687967447.91667,953125000,801388888.888889,124332.671428571,305180.147058824,574659.090909091,1043125,115.226705316515,0,0,0
TOCUMWAL,211000,252500,262000,262000,355250,355250,355250,305000,37367.1895871082,33760.3122105758,35453.4796423426,17781.0760829222,280229.166666667,291041.666666667,299937.5,281500,276250,285750,291250,277500,1396306857.63889,1139758680.55556,1256949218.75,316166666.666667,52668.5714285714,128383.823529412,249181.818181818,415375,572.014098819445,0,0,1
TOLLAND,250000,251000,251000,276000,314000,314000,281750,281750,17944.9752135986,18358.930993449,12057.6415086036,2435.27319936708,272937.5,280041.666666667,271562.5,278416.666666667,274250,278750,276750,277500,322022135.416667,337050347.222222,145386718.75,5930555.55555556,51398.8961038961,124038.235294118,220579.545454545,419062.5,380.479338103496,1,0,0
TOONGABBIE,749990,749990,749990,749990,877500,877500,827500,805000,39142.5760220107,41984.8188502569,28253.5399330774,23218.5275636123,831624.166666667,817498.333333333,793122.5,781663.333333333,855000,816250,797500,790000,1532141257.63889,1762725013.88889,798262518.75,539100022.222222,157005.181818182,363175.882352941,654544.090909091,1186247.5,28.5481918610904,0,0,0
TOORMINA,382500,411000,425000,430000,475000,475000,475000,475000,26898.3103042221,22512.342293852,21614.5205822382,19293.0615046504,423458.333333333,440166.666666667,448750,456666.666666667,421000,432500,447500,465000,723519097.222222,506805555.555556,467187500,372222222.222222,79644.4155844156,193500,367045.454545455,696250,425.719569635981,1,0,0
TORONTO,377500,406000,440000,440000,560000,560000,560000,560000,44834.6499187106,46998.8179520388,46418.6115690679,51693.5413975694,445250,464333.333333333,481250,488333.333333333,444750,457500,462500,465000,2010145833.33333,2208888888.88889,2154687500,2672222222.22222,83653.7662337662,203117.647058824,390681.818181818,726250,97.9631028457997,0,1,0
TOUKLEY,450000,475000,475000,475000,590000,590000,525000,523500,35447.0624479307,35845.4436900052,20245.3698410278,19859.2267948399,513083.25,527250,506500,500333.333333333,521250,524250,513000,502500,1256494236.1875,1284895833.33333,409875000,394388888.888889,96632.5810389611,234294.117647059,415136.363636364,745250,69.6863876126759,0,0,1
TREGEAR,403000,403000,403000,403000,545000,545000,520000,443000,43092.0163719453,55313.0610454911,43742.6779587167,16467.1389945754,479375,478083.333333333,448375,424500,485000,481500,435250,427500,1856921875,3059534722.22222,1913421875,271166666.666667,90478.0519480519,213994.117647059,374068.181818182,640625,42.8200812005096,0,0,1
TULLIMBAR,525000,544000,544000,544000,728804.5,728804.5,700170,642500,67207.6426040528,58169.8865682928,56116.8809272219,46257.5819611109,599455.791666667,648704.083333333,632105,609416.666666667,581622.5,642125,642125,641750,4516867224.3941,3383735703.36806,3149104325,2139763888.88889,112656.628701299,288464.547058824,527807.727272727,938562.5,92.7599980220962,0,1,0
TUMBARUMBA,155000,155000,155000,155000,240000,240000,240000,240000,27898.711576682,31344.4129347197,34557.0181005248,36021.598459196,186520.833333333,190166.666666667,199250,190666.666666667,178500,178500,201000,177000,778338107.638889,982472222.222222,1194187500,1297555555.55556,35095.7142857143,84105.8823529412,169227.272727273,307250,362.667782797895,1,0,0
TUMBI UMBI,522500,590000,590000,610000,692500,692500,678000,678000,49600.6797388459,37293.8779605089,36246.3360217278,29098.4917516737,636791.666666667,650500,635125,650166.666666667,646250,666250,636250,662500,2460227430.55556,1390833333.33333,1313796875,846722222.222222,119888.701298701,287782.352941176,517931.818181818,988375,65.2263968031001,1,1,0
TUMUT,229000,255000,255000,266250,330500,330500,330500,330500,24811.8177907894,26186.9944926018,28922.5123173973,26525.4071075681,271562.5,277458.333333333,285437.5,295583.333333333,264625,264625,278125,290000,615626302.083333,685758680.555556,836511718.75,703597222.222222,51093.961038961,121100,227852.272727273,427312.5,312.519366368732,1,1,1
TUNCURRY,411750,487500,487500,487500,567500,567500,551250,551250,44676.4797989079,30531.3193022073,25623.0944413433,28449.5166918526,492041.666666667,520625,515312.5,511250,491250,511250,511250,495000,1995987847.22222,932161458.333333,656542968.75,809375000,92487.3376623377,230794.117647059,425625,782812.5,216.021966196863,1,0,0
TURA BEACH,434500,518000,518000,518000,624950,624950,624950,624950,48630.5473842202,34867.4125557566,38597.9334777135,43768.7166313516,525133.333333333,555825,565112.5,569316.666666667,525000,551000,558750,565000,2364930138.88889,1215736458.33333,1489800468.75,1915700555.55556,98647.5324675325,244761.470588235,463354.545454545,865725,355.777542977149,1,1,0
TUROSS HEAD,372500,429500,429500,429500,501500,501500,491350,491350,42973.5553373622,24251.8112152932,24770.909727945,25379.333237017,437025,473308.333333333,465212.5,458616.666666667,429500,481250,470000,455000,1846726458.33333,588150347.222222,613597968.75,644110555.555556,82077.5844155844,209396.176470588,381268.181818182,681550,261.736860840927,0,1,0
TURRAMURRA,1725000,1767500,1767500,1767500,2217500,2094000,2094000,2094000,144922.315157313,100237.911435189,118588.83800763,133570.414222445,1978791.66666667,1945666.66666667,1939750,1924666.66666667,1958750,1950000,1948750,1912500,21002477430.5556,10047638888.8889,14063312500,17841055555.5556,373307.142857143,861002.941176471,1606022.72727273,2968625,18.5269136769804,1,0,0
TURVEY PARK,304500,334000,334000,336000,448500,448500,448500,448500,39649.1557987753,40093.2939806924,47706.6229678857,46038.0277596684,358333.333333333,378333.333333333,379375,394500,351750,376250,367500,399000,1572055555.55556,1607472222.22222,2275921875,2119500000,67346.6233766234,166500,308522.727272727,604125,380.479338103496,1,0,1
TWEED HEADS SOUTH,420000,507500,555000,560000,622500,622500,622500,622500,61224.8353917755,41616.740922374,31936.215727603,28891.5597055995,527437.5,567375,589375,600833.333333333,532125,557500,590000,620000,3748480468.75,1731953125,1019921875,834722222.222222,98874.8701298701,248247.058823529,478977.272727273,900625,662.365462185473,1,0,1
TWEED HEADS WEST,440000,515750,554500,560290.5,672500,672500,672500,672500,61171.4291426351,47947.1513756002,48057.6042179786,50169.4387722468,535170.041666667,577340.083333333,590072.625,601930.166666667,537500,566645.25,566645.25,573000,3741943743.35243,2298929325.03472,2309533323.17187,2516972586.72222,100406.682467532,254264.147058824,484653.25,930947.625,667.094874589301,1,0,0
ULLADULLA,452500,529000,529000,529000,620500,620500,620000,620000,55861.4463971028,40511.0849456321,36537.3711723695,38767.1109174889,555489.583333333,577645.833333333,558343.75,566666.666666667,560500,581500,542187.5,551000,3120501193.57639,1641148003.47222,1334979492.1875,1502888888.88889,104482.922077922,256293.382352941,457693.181818182,867250,15203.2192252038,1,0,1
UMINA BEACH,600000,625000,625000,625000,760000,760000,760000,745000,55512.0224403387,46481.7765963776,53909.6466321196,49046.4632318739,695562.5,712666.666666667,702500,683333.333333333,728000,733000,712500,680000,3081584635.41667,2160555555.55556,2906250000,2405555555.55556,130947.857142857,316470.588235294,585454.545454545,1055000,39.3014247620768,0,0,0
UNANDERRA,453750,504250,504250,504250,630000,630000,595000,555000,52112.741697422,44701.2653624033,32936.1954200846,20872.9623090628,561541.666666667,572375,547312.5,531416.666666667,578750,575000,545000,535000,2715737847.22222,1998203125,1084792968.75,435680555.555556,105781.948051948,255191.176470588,454443.181818182,809812.5,15203.2192252038,0,0,0
URALLA,230000,230000,254750,267500,300000,300000,300000,300000,22024.5550465838,24033.1440699899,16564.6225055085,13591.2553585834,262795,270958.333333333,274937.5,281666.666666667,260875,272500,272500,277500,485081025,577592013.888889,274386718.75,184722222.222222,49426.3038961039,119083.823529412,222090.909090909,416875,369.148923883614,1,0,1
URUNGA,422500,426000,432500,445000,570000,570000,570000,570000,55971.1452198561,64028.2598198292,61720.1344781426,55264.5154386308,481041.666666667,498083.333333333,500000,522500,451500,498750,498750,552500,3132769097.22222,4099618055.55556,3809375000,3054166666.66667,90491.6883116883,219147.058823529,408636.363636364,815000,403.650635971051,1,0,0
VALENTINE,700000,736500,745000,745000,860000,860000,860000,860000,47068.8419808334,47396.6455974354,47643.6971172473,52014.9551144241,747912.5,776491.666666667,795625,786666.666666667,738225,750000,788750,755000,2215475885.41667,2246442013.88889,2269921875,2705555555.55556,140695.844155844,340927.941176471,648636.363636364,1153750,100.757154421676,0,0,1
VAUCLUSE,4100000,4405500,5100000,5550000,7850000,7850000,7850000,7850000,994413.633690865,1124838.27541266,1043338.24213435,965300.759118916,5193052.29166667,5671750,6181250,6541666.66666667,4962500,5325000,5887500,6225000,988858474870.269,1265261145833.33,1088554687500,931805555555.555,971777.897402597,2448132.35294118,4928409.09090909,9643750,1.79326820552811,1,1,0
VINCENTIA,620000,640000,640000,640000,844500,844500,722500,722500,56640.6190134096,67139.6244155913,30702.19861834,33809.104625168,681416.666666667,705250,678000,683333.333333333,672250,681250,674750,687500,3208159722.22222,4507729166.66667,942625000,1143055555.55556,128312.727272727,313652.941176471,555431.818181818,1036875,126.11448510659,1,1,0
WADALBA,540000,575000,575000,575000,612500,612500,612500,612500,20221.1728970733,13780.0177390629,15063.9262810198,17118.8654868118,590250,597833.333333333,597625,599166.666666667,594750,601000,601500,610000,408895833.333333,189888888.888889,226921875,293055555.555556,111172.207792208,263552.941176471,486840.909090909,889375,73.2620374121912,0,1,1
WAGGA WAGGA,352500,383000,383000,383000,475000,475000,475000,475000,32698.5056891833,30580.1542398552,34149.48755106,38505.4108751831,408354.166666667,422750,427250,423000,406875,421750,425500,411000,1069192274.30556,935145833.333333,1166187500,1482666666.66667,76790.1298701299,185688.235294118,346545.454545455,611500,380.479338103496,0,1,1
